Event ID,TItle,Event description,Venue,Address,City,Event Date ,Time Normalized,Start DateTime,End DateTime,Time Display,Time of Day,Age Tags Clean,Age Simple,Category Clean,Category Tags,Category Order,Cost,Image URL,Event URL,Source,Imported at,Approved,Is Past,Is Live,Verified by Puddles,Last Checked Date,	Checked By,Check Method,Verification Status,	Internal Notes,Longtitide,Display location,Display Location Short,Event Preview,Today,Tomorrow,This Weekend,Day Tag,Happening Now,Starting Soon,Card Substitute,Short Title,Calendar Link,,,,Date Match,🔐 Softr Record ID
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/12/2026,10:30am to 11:00am,8/12/2026 10:30AM,8/12/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835c4b48451fc3c09442e,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/12 · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260812T103000/20260812T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Baby Storytime & Stay and Play,"Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library!
 
 We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of:
 
 Catchy Songs & Silly Rhymes...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/12/2026,1:00pm to 2:00pm,8/12/2026 1:00PM,8/12/2026 2:00PM,1:00pm to 2:00pm,After lunch,0-2,0-2,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bdb48451fc3c094418,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library! We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of: Catchy Songs & Silly Rhymes.,FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/12 · 1:00 PM–2:00 PM,Baby Storytime & Stay and Play,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Baby%20Storytime%20%26%20Stay%20and%20Play&dates=20260812T130000/20260812T140000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/13/2026,10:30am to 11:00am,8/13/2026 10:30AM,8/13/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bbb48451fc3c094406,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/13 · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260813T103000/20260813T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Preschool Storytime,"Join us for stories, music, movement and more at our preschool storytime in the Orchard Room on Thursday afternoons at 3:30 p.m.
 
 Preschool storytime is suitable for children 3-5 and their caregivers.
 
 For accessibility accommodations...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/13/2026,3:30pm to 4:00pm,8/13/2026 3:30PM,8/13/2026 4:00PM,3:30pm to 4:00pm,Late afternoon,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835b92866a5b488426bd9,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for stories, music, movement and more at our preschool storytime in the Orchard Room on Thursday afternoons at 3:30 p.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/13 · 3:30 PM–4:00 PM,Preschool Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Preschool%20Storytime&dates=20260813T153000/20260813T160000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Bay Area Games Day,"Come learn how to play a new board game, or bring an old favorite! Bay Area Games Day is a full day of convention-style open gaming that has been happening at the library since 1998. We play mostly more recent hobbyist games, but also...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/15/2026,10:00am to 8:00pm,8/15/2026 10:00AM,8/15/2026 8:00PM,10:00am to 8:00pm,Morning,"0-2, 2-5, 5+",All,Build & Explore,"Build & Explore, Social & Play",4,,https://sccl.bibliocommons.com/events/uploads/images/full/4b7ff6df09ad107d8567268a5e6c3e87/Entertainment & Recreation.jpg,https://sccl.bibliocommons.com/events/6961562d8b29ea2800c880a5,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Come learn how to play a new board game, or bring an old favorite! Bay Area Games Day is a full day of convention-style open gaming that has been happening at the library since 1998.",FALSE,FALSE,TRUE,This weekend,FALSE,FALSE,8/15 · 10:00 AM–8:00 PM,Bay Area Games Day,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bay%20Area%20Games%20Day&dates=20260815T100000/20260815T200000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Sunday CrafterNoon,"All-ages arts and crafts!
 
 Adults, teens, and kids -- join us for an afternoon of relaxed crafting on the third Sunday of the month.
 
 Supplies are provided for you to explore a surprise art activity.
 
 This craft is self-directed;...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/16/2026,2:00pm to 3:30pm,8/16/2026 2:00PM,8/16/2026 3:30PM,2:00pm to 3:30pm,After lunch,"0-2, 2-5, 5+",All,Build & Explore,"Arts & Crafts, Build & Explore",4,,https://sccl.bibliocommons.com/events/uploads/images/full/e954fbc9cc6ec9f37195d54009d75fc7/kssCrafterNoon;Header(760x230px).png,https://sccl.bibliocommons.com/events/697025281e64afd01e559e37,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"All-ages arts and crafts! Adults, teens, and kids -- join us for an afternoon of relaxed crafting on the third Sunday of the month.",FALSE,FALSE,TRUE,This weekend,FALSE,FALSE,8/16 · 2:00 PM–3:30 PM,Sunday CrafterNoon,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Sunday%20CrafterNoon&dates=20260816T140000/20260816T153000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Bilingual Spanish Family Storytime / Hora de cuentos bilingüe para familias,"Join us for stories, songs, and movement in Spanish and English on Tuesday mornings at 10:30 AM! This program is designed for children up to age 5 and their caregivers, and will be held indoors in the Orchard Room.
 
 ¡Venga a la biblioteca...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/18/2026,10:30am to 11:00am,8/18/2026 10:30AM,8/18/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Classes",1,,https://sccl.bibliocommons.com/events/uploads/images/full/0843753b121ce38b9c23bf54bbc99b14/BilingualStoryTimeBiblioBanner-gc.png,https://sccl.bibliocommons.com/events/69b835d42866a5b488426c01,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for stories, songs, and movement in Spanish and English on Tuesday mornings at 10:30 AM! This program is designed for children up to age 5 and their caregivers, and will be held indoors in the Orchard Room.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/18 · 10:30 AM–11:00 AM,Bilingual Spanish Family Storytime / Hor...,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bilingual%20Spanish%20Family%20Storytime%20%2F%20Hora%20de%20cuentos%20biling%C3%BCe%20para%20familias&dates=20260818T103000/20260818T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Bilingual Mandarin Family Storytime / 中英雙語故事時間,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.歡迎小朋友來到故事時間，這是以半小時的雙中英語故事書, 兒歌, 手指謠,...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/18/2026,1:00pm to 1:30pm,8/18/2026 1:00PM,8/18/2026 1:30PM,1:00pm to 1:30pm,After lunch,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835d281b67dfe32acec7f,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/18 · 1:00 PM–1:30 PM,Bilingual Mandarin Family Storytime / 中英...,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bilingual%20Mandarin%20Family%20Storytime%20%2F%20%E4%B8%AD%E8%8B%B1%E9%9B%99%E8%AA%9E%E6%95%85%E4%BA%8B%E6%99%82%E9%96%93&dates=20260818T130000/20260818T133000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/19/2026,10:30am to 11:00am,8/19/2026 10:30AM,8/19/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835c4b48451fc3c09442f,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/19 · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260819T103000/20260819T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Baby Storytime & Stay and Play,"Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library!
 
 We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of:
 
 Catchy Songs & Silly Rhymes...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/19/2026,1:00pm to 2:00pm,8/19/2026 1:00PM,8/19/2026 2:00PM,1:00pm to 2:00pm,After lunch,0-2,0-2,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bdb48451fc3c094419,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library! We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of: Catchy Songs & Silly Rhymes.,FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/19 · 1:00 PM–2:00 PM,Baby Storytime & Stay and Play,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Baby%20Storytime%20%26%20Stay%20and%20Play&dates=20260819T130000/20260819T140000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/20/2026,10:30am to 11:00am,8/20/2026 10:30AM,8/20/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bbb48451fc3c094407,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/20 · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260820T103000/20260820T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Preschool Storytime,"Join us for stories, music, movement and more at our preschool storytime in the Orchard Room on Thursday afternoons at 3:30 p.m.
 
 Preschool storytime is suitable for children 3-5 and their caregivers.
 
 For accessibility accommodations...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/20/2026,3:30pm to 4:00pm,8/20/2026 3:30PM,8/20/2026 4:00PM,3:30pm to 4:00pm,Late afternoon,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835b92866a5b488426bda,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for stories, music, movement and more at our preschool storytime in the Orchard Room on Thursday afternoons at 3:30 p.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/20 · 3:30 PM–4:00 PM,Preschool Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Preschool%20Storytime&dates=20260820T153000/20260820T160000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Bilingual Spanish Family Storytime / Hora de cuentos bilingüe para familias,"Join us for stories, songs, and movement in Spanish and English on Tuesday mornings at 10:30 AM! This program is designed for children up to age 5 and their caregivers, and will be held indoors in the Orchard Room.
 
 ¡Venga a la biblioteca...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/25/2026,10:30am to 11:00am,8/25/2026 10:30AM,8/25/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Classes",1,,https://sccl.bibliocommons.com/events/uploads/images/full/0843753b121ce38b9c23bf54bbc99b14/BilingualStoryTimeBiblioBanner-gc.png,https://sccl.bibliocommons.com/events/69b835d42866a5b488426c02,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for stories, songs, and movement in Spanish and English on Tuesday mornings at 10:30 AM! This program is designed for children up to age 5 and their caregivers, and will be held indoors in the Orchard Room.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/25 · 10:30 AM–11:00 AM,Bilingual Spanish Family Storytime / Hor...,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bilingual%20Spanish%20Family%20Storytime%20%2F%20Hora%20de%20cuentos%20biling%C3%BCe%20para%20familias&dates=20260825T103000/20260825T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Bilingual Mandarin Family Storytime / 中英雙語故事時間,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.歡迎小朋友來到故事時間，這是以半小時的雙中英語故事書, 兒歌, 手指謠,...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/25/2026,1:00pm to 1:30pm,8/25/2026 1:00PM,8/25/2026 1:30PM,1:00pm to 1:30pm,After lunch,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835d281b67dfe32acec80,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/25 · 1:00 PM–1:30 PM,Bilingual Mandarin Family Storytime / 中英...,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bilingual%20Mandarin%20Family%20Storytime%20%2F%20%E4%B8%AD%E8%8B%B1%E9%9B%99%E8%AA%9E%E6%95%85%E4%BA%8B%E6%99%82%E9%96%93&dates=20260825T130000/20260825T133000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,8/26/2026,10:30am to 11:00am,8/26/2026 10:30AM,8/26/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835c4b48451fc3c094430,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,8/26 · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260826T103000/20260826T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
